scenario,frame_idx,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,position_code
14,372,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,373,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,374,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,376,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,377,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,378,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,379,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,380,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,381,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,382,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,383,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,384,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.47951126098633,32.15105438232422,37.85484313964844,31.401796340942383,56.79345703125,43.76441955566406,29.2789363861084,42.9112663269043,58.087181091308594,53.091400146484375,30.101503372192383,53.330047607421875,46.78245544433594,58.472572326660156,37.54011535644531,58.40628433227539,46.118003845214844,81.3339614868164,37.80174255371094,81.2406005859375,44.57383728027344,102.10735321044922,36.079708099365234,102.60042572021484,0.0
