scenario,frame_idx,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,position_code
18,301,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,302,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,303,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,304,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,305,45.41994857788086,28.9814395904541,0.0,0.0,44.174659729003906,27.0203800201416,0.0,0.0,39.20978927612305,26.79364585876465,42.12388229370117,35.46921920776367,31.705345153808594,35.708866119384766,45.17131042480469,48.30146408081055,28.090547561645508,49.54882049560547,48.17448806762695,56.678646087646484,35.415924072265625,58.21752166748047,38.866397857666016,62.54362487792969,32.543418884277344,63.228092193603516,42.364681243896484,83.0774917602539,36.751155853271484,83.4286880493164,41.33390426635742,104.73439025878906,35.92165756225586,105.74320983886719,0.0
18,306,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,307,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,308,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,309,49.07627487182617,26.365312576293945,50.17161560058594,24.469547271728516,47.32308578491211,24.376100540161133,0.0,0.0,43.355323791503906,25.003440856933594,52.422061920166016,35.743309020996094,36.8668098449707,35.54026794433594,55.5758056640625,49.059322357177734,30.746807098388672,49.33226776123047,55.952518463134766,59.030025482177734,34.557212829589844,59.90713882446289,50.06315231323242,62.94218826293945,40.17799377441406,63.23744583129883,50.52320861816406,83.96932983398438,39.996925354003906,83.96308898925781,48.664363861083984,104.3780517578125,39.03471374511719,104.81869506835938,0.0
18,310,48.35182189941406,28.49551773071289,0.0,0.0,47.32562255859375,26.496421813964844,0.0,0.0,0.0,0.0,51.56591796875,35.2885627746582,37.80216598510742,34.74673080444336,56.19963455200195,47.80042266845703,28.735214233398438,47.056739807128906,58.793731689453125,58.556427001953125,27.90741539001465,58.449371337890625,47.52945327758789,61.26174545288086,39.78504943847656,61.32693099975586,48.222557067871094,82.07630157470703,40.8505859375,82.17705535888672,47.88474655151367,101.20474243164062,39.527164459228516,101.45602416992188,0.0
18,311,52.42987060546875,28.324079513549805,0.0,0.0,50.979820251464844,26.303686141967773,0.0,0.0,46.605499267578125,26.06064796447754,53.52522659301758,35.20859909057617,39.40165710449219,34.92353439331055,58.018531799316406,47.06794738769531,33.40726089477539,47.16031265258789,60.673988342285156,56.28572082519531,36.50033187866211,56.969608306884766,48.83789825439453,61.48968505859375,40.495948791503906,61.6859016418457,49.07081985473633,83.29602813720703,41.2771110534668,83.31690216064453,47.316646575927734,103.46843719482422,39.040592193603516,104.14759826660156,0.0
18,312,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.51383972167969,33.36025619506836,41.3255615234375,32.9038200378418,62.209678649902344,46.19411849975586,33.871158599853516,45.49321746826172,64.19083404541016,57.551597595214844,32.0098762512207,57.332279205322266,50.406246185302734,60.9818229675293,42.43252944946289,60.799888610839844,48.70762634277344,82.81953430175781,41.38665008544922,82.78564453125,47.60173034667969,101.62325286865234,40.13709259033203,101.98731231689453,0.0
18,314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.01664733886719,33.60890579223633,41.5282096862793,33.17295837402344,63.275062561035156,45.81965255737305,33.859886169433594,45.245628356933594,65.82140350341797,56.332401275634766,31.833362579345703,56.26019287109375,50.952518463134766,60.734779357910156,42.84778594970703,60.58541488647461,49.39051818847656,81.25086975097656,41.95329284667969,81.23341369628906,48.170318603515625,99.78288269042969,40.647220611572266,100.21719360351562,0.0
18,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.04557800292969,23.569896697998047,44.18879318237305,32.58977127075195,55.111045837402344,33.41358184814453,44.956363677978516,45.309261322021484,60.96508026123047,46.78956604003906,48.44037628173828,55.11448669433594,64.40190887451172,55.82776641845703,42.977787017822266,59.44838333129883,50.2342643737793,59.8929328918457,43.12181091308594,81.87950134277344,50.137691497802734,82.07471466064453,40.976104736328125,101.28496551513672,46.943565368652344,102.34272003173828,0.0
18,316,53.473384857177734,27.523391723632812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.297149658203125,33.17015075683594,43.07461166381836,33.588356018066406,65.31319427490234,43.66046905517578,33.8861083984375,46.44097137451172,68.57522583007812,52.59446716308594,31.098915100097656,60.029396057128906,53.158058166503906,59.24354553222656,43.525230407714844,59.244483947753906,52.114402770996094,81.80103302001953,44.60051727294922,82.06961059570312,51.60021209716797,103.06766510009766,45.068912506103516,103.58473205566406,0.0
18,317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4072151184082,23.609962463378906,44.98258972167969,32.45320129394531,57.442874908447266,33.35832214355469,40.9903564453125,45.04802322387695,60.682090759277344,46.30683517456055,43.12744903564453,53.56089401245117,64.01911163330078,54.92228698730469,44.63095474243164,60.1019401550293,52.28046798706055,60.584815979003906,48.6818733215332,85.1304702758789,50.93974685668945,85.47100830078125,49.40966033935547,107.40369415283203,48.522987365722656,108.69754028320312,0.0
18,318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.682716369628906,35.39153289794922,49.746192932128906,35.467872619628906,59.63886260986328,46.55491638183594,43.95842742919922,47.94880294799805,64.59276580810547,53.17707061767578,47.543968200683594,54.869056701660156,51.39242935180664,62.97825622558594,47.826499938964844,63.180625915527344,52.52787780761719,87.64907836914062,49.70790481567383,88.01882934570312,50.4352912902832,109.14874267578125,47.84215545654297,110.1960220336914,0.0
18,319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9024543762207,25.042240142822266,42.96223831176758,33.945491790771484,59.93587112426758,34.562477111816406,40.017738342285156,45.71181869506836,65.53424072265625,46.78293228149414,43.076168060302734,50.009586334228516,68.56954193115234,50.4902229309082,43.83208084106445,62.179927825927734,54.30138397216797,62.62776565551758,45.2620964050293,86.4573745727539,55.16440200805664,86.5975112915039,44.16067123413086,106.97409057617188,52.92942428588867,107.80410766601562,0.0
18,320,54.71442794799805,27.77297019958496,0.0,0.0,53.69245910644531,25.73466682434082,0.0,0.0,0.0,0.0,60.146697998046875,35.632415771484375,45.34955596923828,35.651275634765625,67.19805908203125,46.468597412109375,37.594398498535156,48.58019256591797,70.96891021728516,53.59635925292969,37.42880630493164,57.5001106262207,55.68745422363281,63.335121154785156,47.112998962402344,63.37898254394531,55.01713562011719,87.4864730834961,49.21282958984375,87.67705535888672,54.29370880126953,108.96174621582031,50.233673095703125,109.38850402832031,0.0
18,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.213157653808594,34.89385986328125,55.08414077758789,35.221065521240234,55.12716293334961,47.895511627197266,50.229862213134766,49.22088623046875,55.50054931640625,56.82224655151367,48.64744567871094,59.36806869506836,52.947410583496094,63.98180389404297,53.44487762451172,64.15757751464844,52.446746826171875,88.10220336914062,52.77142333984375,88.4057388305664,51.89311218261719,110.63726043701172,52.58649826049805,111.0971908569336,0.0
18,322,53.62276840209961,27.954818725585938,55.30560302734375,25.96762466430664,52.3967399597168,25.904542922973633,58.81575012207031,26.450000762939453,0.0,0.0,62.9627685546875,36.383079528808594,46.322444915771484,36.580528259277344,68.87529754638672,48.369781494140625,41.25567626953125,49.87956237792969,69.12979125976562,54.13558578491211,42.0432243347168,57.766971588134766,58.756752014160156,65.08914184570312,48.831573486328125,65.03828430175781,56.584312438964844,89.57186889648438,50.107093811035156,89.62239074707031,55.31715393066406,112.71796417236328,51.066402435302734,112.75167846679688,0.0
18,323,56.133758544921875,28.409847259521484,57.602176666259766,26.396215438842773,54.694480895996094,26.331890106201172,60.18268585205078,26.784637451171875,51.75192642211914,26.576297760009766,63.892887115478516,36.70133972167969,47.33393859863281,37.10158920288086,70.35249328613281,47.850746154785156,41.834800720214844,50.36113357543945,70.65106201171875,52.20378112792969,42.299015045166016,57.315574645996094,59.590187072753906,66.8697509765625,49.51693344116211,66.90613555908203,57.514305114746094,91.59109497070312,49.53801727294922,91.84664154052734,57.19452667236328,114.30669403076172,50.334800720214844,114.65449523925781,0.0
18,324,56.282981872558594,28.785188674926758,57.898834228515625,26.781831741333008,55.06416702270508,26.678388595581055,61.241268157958984,26.915658950805664,0.0,0.0,65.49109649658203,36.64540100097656,49.29418182373047,36.79571533203125,70.82382202148438,48.901954650878906,43.884033203125,49.997642517089844,69.7862777709961,56.3936767578125,43.5493278503418,58.88688659667969,60.93783950805664,66.16670989990234,51.183189392089844,66.0042495727539,58.33908462524414,90.24164581298828,51.502418518066406,90.2028579711914,57.250179290771484,112.35629272460938,52.40334701538086,112.27373504638672,0.0
18,325,57.0296745300293,28.481956481933594,58.52184295654297,26.49545669555664,55.665042877197266,26.460086822509766,0.0,0.0,0.0,0.0,65.59658813476562,37.52432632446289,48.6531982421875,37.982540130615234,71.40524291992188,49.667266845703125,43.26570510864258,52.0532341003418,70.71009826660156,53.851043701171875,43.830284118652344,59.02167510986328,61.47734832763672,67.19606018066406,51.289100646972656,67.25106811523438,59.86805725097656,90.34502410888672,52.385807037353516,90.5565414428711,58.00883865356445,111.30357360839844,52.703311920166016,111.60562133789062,0.0
18,326,57.70341873168945,26.772750854492188,59.49139404296875,24.816570281982422,56.57438659667969,24.627361297607422,63.05703353881836,25.700441360473633,0.0,0.0,66.97388458251953,36.54957962036133,49.975093841552734,36.10924530029297,71.97616577148438,50.0120735168457,43.05799865722656,49.69409942626953,71.65474700927734,58.27608871459961,42.02969741821289,59.462921142578125,61.36616897583008,66.15263366699219,51.10586166381836,65.77156066894531,60.08893585205078,90.40480041503906,51.544925689697266,90.14399719238281,58.59441375732422,113.37469482421875,51.25659942626953,113.02110290527344,0.0
18,327,0.0,0.0,0.0,0.0,0.0,0.0,58.633880615234375,25.43912124633789,0.0,0.0,56.069786071777344,36.188419342041016,64.5909194946289,36.252105712890625,52.63419723510742,49.97107696533203,66.2937240600586,50.08196258544922,53.479007720947266,58.916168212890625,66.53978729248047,58.6182861328125,55.43852233886719,65.96199035644531,61.35300827026367,66.04999542236328,56.73250198364258,91.07562255859375,60.06122970581055,91.19696807861328,58.26785659790039,113.94966888427734,60.514015197753906,114.21411895751953,0.0
18,328,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,329,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,330,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,331,63.199493408203125,27.325122833251953,64.39952850341797,25.4777889251709,0.0,0.0,0.0,0.0,0.0,0.0,69.9139175415039,36.82637405395508,55.65315246582031,36.34785842895508,77.67210388183594,51.49274444580078,49.706016540527344,50.92420196533203,81.50147247314453,63.74253463745117,51.84630584716797,61.42974090576172,65.23817443847656,68.85047912597656,56.50859451293945,68.51411437988281,64.92481994628906,93.64848327636719,57.196128845214844,93.54879760742188,64.72960662841797,115.76692199707031,57.948184967041016,115.6448974609375,0.0
18,332,62.8151969909668,27.663801193237305,64.7122802734375,25.488380432128906,61.15354537963867,25.507884979248047,68.43202209472656,26.346031188964844,58.72566223144531,26.505395889282227,73.8134536743164,38.40678405761719,55.597965240478516,38.527862548828125,80.38020324707031,53.047359466552734,50.46088790893555,52.99405288696289,79.24056243896484,64.26214599609375,50.17799758911133,64.08029174804688,70.47714233398438,68.63059997558594,59.08628463745117,68.48110961914062,71.27965545654297,90.87493896484375,59.21495056152344,90.88823699951172,71.21292114257812,111.6124496459961,59.25883865356445,111.51618957519531,0.0
18,333,63.42088317871094,28.28373908996582,65.4581069946289,26.073564529418945,61.79446029663086,26.0476016998291,69.32081604003906,26.83016586303711,0.0,0.0,75.1999282836914,38.85568618774414,55.746028900146484,38.865787506103516,81.97509002685547,53.486488342285156,49.16053771972656,53.138916015625,80.12863159179688,63.1522331237793,48.580665588378906,62.671443939208984,71.58721923828125,69.63899230957031,59.29425811767578,69.42355346679688,73.31739807128906,92.01437377929688,59.3847770690918,91.98751068115234,74.20817565917969,114.1402587890625,60.14342498779297,113.86920166015625,0.0
18,334,65.33773040771484,29.00318145751953,67.00524139404297,26.774566650390625,63.819740295410156,26.754283905029297,0.0,0.0,0.0,0.0,75.70106506347656,38.89423370361328,56.94798278808594,38.876068115234375,83.07942199707031,53.611454010009766,50.804866790771484,53.57106399536133,83.03746032714844,66.13545227050781,50.23885726928711,66.13603210449219,71.83103942871094,70.46104431152344,60.1279296875,70.32433319091797,72.82260131835938,94.92195129394531,59.930816650390625,94.93882751464844,73.2584228515625,117.22968292236328,59.58909606933594,117.27146911621094,0.0
