scenario,frame_idx,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,position_code
7,330,71.14859771728516,19.81622886657715,72.42127990722656,17.85419464111328,69.35675048828125,17.887584686279297,0.0,0.0,65.9743423461914,18.892454147338867,77.3906478881836,29.548660278320312,62.32383346557617,29.73428726196289,81.31510925292969,42.46449661254883,59.93640899658203,43.102996826171875,78.79071807861328,46.30318069458008,66.69950103759766,46.895301818847656,75.65176391601562,57.61553955078125,66.20624542236328,57.89479064941406,78.27970886230469,78.31900024414062,67.64974212646484,78.58756256103516,78.25768280029297,99.89421081542969,67.97877502441406,100.14041137695312,0.0
7,331,74.69569396972656,20.255970001220703,75.64180755615234,18.34421157836914,73.06019592285156,18.274585723876953,0.0,0.0,68.3655776977539,19.103992462158203,78.58187866210938,29.937957763671875,62.50104904174805,30.462791442871094,83.7774887084961,42.575279235839844,61.205787658691406,45.36334228515625,84.01808166503906,43.93975830078125,70.17994689941406,48.04605484008789,77.52572631835938,58.599884033203125,67.02448272705078,59.177040100097656,81.9569091796875,79.72593688964844,70.33804321289062,80.5287094116211,81.75489044189453,101.36651611328125,69.31249237060547,102.51184844970703,0.0
7,332,76.71681213378906,21.343486785888672,77.75718688964844,19.320083618164062,74.88125610351562,19.311145782470703,0.0,0.0,70.42170715332031,19.658771514892578,82.09725952148438,29.917118072509766,64.336181640625,30.243425369262695,86.67273712158203,43.17533493041992,58.86701965332031,44.55587387084961,85.47175598144531,52.70653533935547,63.277801513671875,53.713199615478516,79.97064971923828,58.539066314697266,68.18048858642578,58.93735122680664,84.66285705566406,81.05323028564453,67.62950897216797,81.59813690185547,87.3141860961914,102.25259399414062,66.52210235595703,102.83441162109375,0.0
7,333,78.3696517944336,22.9542236328125,79.5840835571289,20.957622528076172,76.8249740600586,20.785140991210938,0.0,0.0,72.33506774902344,20.896730422973633,83.21607208251953,31.46808433532715,65.87477111816406,31.244434356689453,88.28953552246094,45.22759246826172,62.11904525756836,46.07917785644531,87.02241516113281,50.391048431396484,69.2979507446289,51.81936264038086,80.3173828125,60.234249114990234,68.49028015136719,60.57077407836914,87.86251831054688,81.02033996582031,69.798828125,81.56034851074219,90.45625305175781,103.82808685302734,69.01908111572266,104.51875305175781,0.0
7,334,78.64911651611328,21.314685821533203,80.03866577148438,19.27875328063965,77.11797332763672,19.24208641052246,0.0,0.0,72.56900787353516,19.783369064331055,85.37824249267578,30.082605361938477,66.6703109741211,30.350460052490234,90.72079467773438,44.95771408081055,64.93209838867188,45.88150405883789,89.85169982910156,51.376983642578125,75.09698486328125,52.441673278808594,83.3798599243164,58.713035583496094,69.88191986083984,58.87937545776367,89.400146484375,79.24717712402344,69.10842895507812,79.64065551757812,94.51504516601562,101.53970336914062,68.67533111572266,102.12979125976562,0.0
7,335,81.30033111572266,22.200395584106445,82.65266418457031,20.15032958984375,79.786865234375,20.04999351501465,0.0,0.0,75.76478576660156,20.105392456054688,86.75519561767578,30.645164489746094,69.8503646850586,30.55095672607422,91.4249267578125,45.65079116821289,68.36312103271484,46.45499038696289,90.55690002441406,53.83441925048828,79.83377838134766,54.0580940246582,84.07025909423828,59.45777893066406,72.11062622070312,59.8326530456543,92.47137451171875,80.9527816772461,71.5378646850586,81.38349151611328,96.04190826416016,105.20404052734375,70.50300598144531,105.762451171875,0.0
7,336,84.36832427978516,20.671527862548828,85.3859634399414,18.749975204467773,82.97100067138672,18.637752532958984,0.0,0.0,78.15669250488281,19.337066650390625,88.9961166381836,29.84224510192871,71.21432495117188,30.12591552734375,93.43926239013672,44.41120147705078,67.1697998046875,45.898704528808594,92.64473724365234,51.33671188354492,75.11360931396484,55.151119232177734,86.43804931640625,58.849395751953125,73.58233642578125,59.040550231933594,92.58921813964844,80.97293090820312,72.00193786621094,81.36650848388672,95.84599304199219,103.57176208496094,68.76181030273438,104.31059265136719,0.0
7,337,86.75721740722656,22.690393447875977,0.0,0.0,85.62593078613281,20.55559539794922,0.0,0.0,82.02662658691406,20.626569747924805,91.79598236083984,31.517255783081055,74.51506805419922,30.815744400024414,95.37554168701172,45.580352783203125,67.20597839355469,45.04365921020508,95.4832534790039,54.67057800292969,70.7001953125,53.95280075073242,87.36740112304688,60.01300048828125,75.45610046386719,59.81304931640625,92.9915771484375,82.14991760253906,71.76707458496094,82.26228332519531,96.63359832763672,103.9601821899414,68.6451416015625,104.27143859863281,0.0
7,338,89.95502471923828,21.129138946533203,0.0,0.0,88.68987274169922,19.152565002441406,0.0,0.0,85.34453582763672,19.411941528320312,91.99493408203125,30.205102920532227,79.38178253173828,29.842063903808594,95.90397644042969,44.75617218017578,71.09490203857422,44.188201904296875,96.75189208984375,56.18292999267578,71.66834259033203,56.348419189453125,88.09989929199219,59.90616989135742,80.36712646484375,59.93852233886719,91.12965393066406,83.41861724853516,78.08661651611328,83.33134460449219,92.15068054199219,104.98696899414062,75.13701629638672,105.20352172851562,0.0
7,339,92.30721282958984,19.565998077392578,93.55372619628906,17.45454216003418,90.17567443847656,17.392276763916016,0.0,0.0,85.68505859375,18.147628784179688,95.37582397460938,30.37273406982422,79.63949584960938,30.089921951293945,98.88402557373047,46.20176315307617,74.05513763427734,46.223304748535156,98.6571044921875,58.40509033203125,79.15607452392578,59.26227569580078,91.79966735839844,60.8718147277832,81.38494110107422,61.034034729003906,95.50881958007812,84.94781494140625,78.72030639648438,84.8775634765625,94.09199523925781,108.43720245361328,74.23573303222656,108.8070297241211,0.0
